,Country Code,Country Name,Subject,Measure,Year,Unit,PowerCode,Value
11076,JPN,Japan,GDP per hour worked,"National currency, current prices",2013,National currency,Units,4426.9478850000005
11077,JPN,Japan,GDP per hour worked,"National currency, current prices",2014,National currency,Units,4507.688718
11078,JPN,Japan,GDP per hour worked,"National currency, current prices",2015,National currency,Units,4667.571156
11079,JPN,Japan,GDP per hour worked,"National currency, current prices",2016,National currency,Units,4673.7386289999995
11080,JPN,Japan,GDP per hour worked,"National currency, current prices",2017,National currency,Units,4732.152765999999
11081,JPN,Japan,GDP per hour worked,"National currency, current prices",2018,National currency,Units,4745.5766109999995
11082,JPN,Japan,GDP per hour worked,"National currency, current prices",2019,National currency,Units,4865.610659
11094,JPN,Japan,GDP per person employed,"National currency, current prices",1981,National currency,Units,4525109.1509
11095,JPN,Japan,GDP per person employed,"National currency, current prices",1982,National currency,Units,4718025.483
11096,JPN,Japan,GDP per person employed,"National currency, current prices",1983,National currency,Units,4856915.2002
11097,JPN,Japan,GDP per person employed,"National currency, current prices",1984,National currency,Units,5132876.5901
11098,JPN,Japan,GDP per person employed,"National currency, current prices",1985,National currency,Units,5440080.2902
11099,JPN,Japan,GDP per person employed,"National currency, current prices",1986,National currency,Units,5682616.7265
11100,JPN,Japan,GDP per person employed,"National currency, current prices",1987,National currency,Units,5918598.6893
11101,JPN,Japan,GDP per person employed,"National currency, current prices",1988,National currency,Units,6286705.6171
11102,JPN,Japan,GDP per person employed,"National currency, current prices",1989,National currency,Units,6633389.481000001
11103,JPN,Japan,GDP per person employed,"National currency, current prices",1990,National currency,Units,7022028.5028
11104,JPN,Japan,GDP per person employed,"National currency, current prices",1991,National currency,Units,7325653.8225
11105,JPN,Japan,GDP per person employed,"National currency, current prices",1992,National currency,Units,7427098.6718
11106,JPN,Japan,GDP per person employed,"National currency, current prices",1993,National currency,Units,7402609.9141
11107,JPN,Japan,GDP per person employed,"National currency, current prices",1994,National currency,Units,7487537.1363
11108,JPN,Japan,GDP per person employed,"National currency, current prices",1995,National currency,Units,7625519.981000001
11109,JPN,Japan,GDP per person employed,"National currency, current prices",1996,National currency,Units,7815087.469
11110,JPN,Japan,GDP per person employed,"National currency, current prices",1997,National currency,Units,7882276.9866
11111,JPN,Japan,GDP per person employed,"National currency, current prices",1998,National currency,Units,7880053.4416
11112,JPN,Japan,GDP per person employed,"National currency, current prices",1999,National currency,Units,7862671.1655
11113,JPN,Japan,GDP per person employed,"National currency, current prices",2000,National currency,Units,8027831.1233
11114,JPN,Japan,GDP per person employed,"National currency, current prices",2001,National currency,Units,8000688.3892
11115,JPN,Japan,GDP per person employed,"National currency, current prices",2002,National currency,Units,7986537.0625
11116,JPN,Japan,GDP per person employed,"National currency, current prices",2003,National currency,Units,7973278.5693
11117,JPN,Japan,GDP per person employed,"National currency, current prices",2004,National currency,Units,8013619.4432
11118,JPN,Japan,GDP per person employed,"National currency, current prices",2005,National currency,Units,7998242.0534
11119,JPN,Japan,GDP per person employed,"National currency, current prices",2006,National currency,Units,7984356.4837
11120,JPN,Japan,GDP per person employed,"National currency, current prices",2007,National currency,Units,7993868.7756
11121,JPN,Japan,GDP per person employed,"National currency, current prices",2008,National currency,Units,7840804.9871
11122,JPN,Japan,GDP per person employed,"National currency, current prices",2009,National currency,Units,7458267.3086
11123,JPN,Japan,GDP per person employed,"National currency, current prices",2010,National currency,Units,7639690.6587
11124,JPN,Japan,GDP per person employed,"National currency, current prices",2011,National currency,Units,7507577.7252
11125,JPN,Japan,GDP per person employed,"National currency, current prices",2012,National currency,Units,7594046.9798
11126,JPN,Japan,GDP per person employed,"National currency, current prices",2013,National currency,Units,7676327.6328
11127,JPN,Japan,GDP per person employed,"National currency, current prices",2014,National currency,Units,7793793.7938
11128,JPN,Japan,GDP per person employed,"National currency, current prices",2015,National currency,Units,8023554.8173
11129,JPN,Japan,GDP per person employed,"National currency, current prices",2016,National currency,Units,8010788.0093
11130,JPN,Japan,GDP per person employed,"National currency, current prices",2017,National currency,Units,8087249.0778
11131,JPN,Japan,GDP per person employed,"National currency, current prices",2018,National currency,Units,7972568.7057
11132,JPN,Japan,GDP per person employed,"National currency, current prices",2019,National currency,Units,7999063.924
11144,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1981,US Dollar,Millions,1174800.152
11145,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1982,US Dollar,Millions,1288700.893
11146,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1983,US Dollar,Millions,1386356.154
11147,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1984,US Dollar,Millions,1501037.369
11148,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1985,US Dollar,Millions,1629546.118
11149,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1986,US Dollar,Millions,1717662.4330000002
11150,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1987,US Dollar,Millions,1843397.439
11151,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1988,US Dollar,Millions,2037908.968
11152,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1989,US Dollar,Millions,2220685.519
11153,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1990,US Dollar,Millions,2416532.164
11154,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1991,US Dollar,Millions,2583631.11
11155,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1992,US Dollar,Millions,2664920.038
11156,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1993,US Dollar,Millions,2713930.314
11157,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1994,US Dollar,Millions,2799409.599
11158,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1995,US Dollar,Millions,2936481.865
11159,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1996,US Dollar,Millions,3082947.465
11160,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1997,US Dollar,Millions,3169854.5919999997
11161,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1998,US Dollar,Millions,3169360.8680000002
11162,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1999,US Dollar,Millions,3207019.637
11163,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2000,US Dollar,Millions,3404300.133
11164,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2001,US Dollar,Millions,3493106.91
11165,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2002,US Dollar,Millions,3588864.9269999997
11166,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2003,US Dollar,Millions,3694202.5239999997
11167,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2004,US Dollar,Millions,3877296.17
11168,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2005,US Dollar,Millions,4045734.3989999997
11169,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2006,US Dollar,Millions,4230713.942
11170,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2007,US Dollar,Millions,4416227.626
11171,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2008,US Dollar,Millions,4456434.365
11172,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2009,US Dollar,Millions,4250983.197
11173,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2010,US Dollar,Millions,4480784.403
11174,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2011,US Dollar,Millions,4573186.791999999
11175,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2012,US Dollar,Millions,4746699.388
11176,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2013,US Dollar,Millions,4967051.575
11177,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2014,US Dollar,Millions,4986566.209
11178,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2015,US Dollar,Millions,5136018.778
11179,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2016,US Dollar,Millions,5076056.946
11180,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2017,US Dollar,Millions,5180326.201
11181,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2018,US Dollar,Millions,5230146.557
11182,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2019,US Dollar,Millions,5459154.874
11194,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1981,US Dollar,Units,9964.208851000001
11195,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1982,US Dollar,Units,10854.228935
11196,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1983,US Dollar,Units,11597.812826000001
11197,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1984,US Dollar,Units,12476.932538
11198,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1985,US Dollar,Units,13461.871787
11199,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1986,US Dollar,Units,14118.547041
11200,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1987,US Dollar,Units,15080.272572999998
11201,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1988,US Dollar,Units,16602.786003999998
11202,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1989,US Dollar,Units,18024.313291
11203,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1990,US Dollar,Units,19549.491259000002
11204,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1991,US Dollar,Units,20818.777528
11205,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1992,US Dollar,Units,21393.467275
11206,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1993,US Dollar,Units,21722.216731
11207,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1994,US Dollar,Units,22374.513244
11208,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1995,US Dollar,Units,23410.200141999998
11209,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1996,US Dollar,Units,24524.086715
11210,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1997,US Dollar,Units,25155.380022
11211,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1998,US Dollar,Units,25084.178490000002
11212,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",1999,US Dollar,Units,25334.510155
11213,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2000,US Dollar,Units,26841.230716
11214,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2001,US Dollar,Units,27476.220857
11215,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2002,US Dollar,Units,28170.054372000002
11216,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2003,US Dollar,Units,28943.718162999998
11217,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2004,US Dollar,Units,30354.456682999997
11218,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2005,US Dollar,Units,31667.914360000002
11219,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2006,US Dollar,Units,33094.337693
11220,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2007,US Dollar,Units,34507.170073
11221,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2008,US Dollar,Units,34803.657816
11222,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2009,US Dollar,Units,33201.986949
11223,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2010,US Dollar,Units,34994.372227
11224,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2011,US Dollar,Units,35775.256331
11225,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2012,US Dollar,Units,37213.8374
11226,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2013,US Dollar,Units,39008.360559
11227,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2014,US Dollar,Units,39183.465677
11228,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2015,US Dollar,Units,40406.095335000005
11229,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2016,US Dollar,Units,39990.049443
11230,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2017,US Dollar,Units,40884.616364
11231,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2018,US Dollar,Units,41363.670247
11232,JPN,Japan,GDP per head of population,"USD, current prices, current PPPs",2019,US Dollar,Units,43278.538719
11244,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1981,US Dollar,Units,9.389789
11245,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1982,US Dollar,Units,10.226386
11246,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1983,US Dollar,Units,10.883839
11247,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1984,US Dollar,Units,11.671746
11248,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1985,US Dollar,Units,12.693014
11249,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1986,US Dollar,Units,13.285934
11250,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1987,US Dollar,Units,14.208994
11251,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1988,US Dollar,Units,15.557701999999999
11252,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1989,US Dollar,Units,16.884421
11253,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1990,US Dollar,Units,18.418916
11254,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1991,US Dollar,Units,19.61884
11255,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1992,US Dollar,Units,20.346357
11256,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1993,US Dollar,Units,21.292573
11257,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1994,US Dollar,Units,22.019408
11258,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1995,US Dollar,Units,23.189249
11259,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1996,US Dollar,Units,24.218795999999998
11260,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1997,US Dollar,Units,25.08159
11261,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1998,US Dollar,Units,25.684941000000002
11262,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",1999,US Dollar,Units,26.809007
11263,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2000,US Dollar,Units,28.493634999999998
11264,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2001,US Dollar,Units,29.538935
11265,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2002,US Dollar,Units,30.894975
11266,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2003,US Dollar,Units,31.767384999999997
11267,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2004,US Dollar,Units,33.375229
11268,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2005,US Dollar,Units,34.781813
11269,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2006,US Dollar,Units,35.937451
11270,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2007,US Dollar,Units,37.197455
11271,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2008,US Dollar,Units,37.890378000000005
11272,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2009,US Dollar,Units,37.788785
11273,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2010,US Dollar,Units,39.477893
11274,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2011,US Dollar,Units,40.432666
11275,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2012,US Dollar,Units,41.735145
11276,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2013,US Dollar,Units,43.700208
11277,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2014,US Dollar,Units,43.741853000000006
11278,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2015,US Dollar,Units,45.119217
11279,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2016,US Dollar,Units,44.299749
11280,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2017,US Dollar,Units,44.906048
11281,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2018,US Dollar,Units,45.364475
11282,JPN,Japan,GDP per hour worked,"USD, current prices, current PPPs",2019,US Dollar,Units,47.949358000000004
11294,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1981,US Dollar,Units,19774.895197
11295,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1982,US Dollar,Units,21516.31616
11296,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1983,US Dollar,Units,22801.643586000002
11297,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1984,US Dollar,Units,24604.040272
11298,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1985,US Dollar,Units,26566.477822
11299,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1986,US Dollar,Units,27860.602676
11300,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1987,US Dollar,Units,29782.050745999997
11301,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1988,US Dollar,Units,32546.713217
11302,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1989,US Dollar,Units,34950.750782999996
11303,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1990,US Dollar,Units,37408.81781
11304,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1991,US Dollar,Units,39198.4414
11305,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1992,US Dollar,Units,39980.592238
11306,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1993,US Dollar,Units,40562.35112
11307,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1994,US Dollar,Units,41792.836974
11308,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1995,US Dollar,Units,43688.54502
11309,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1996,US Dollar,Units,45821.962589999996
11310,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1997,US Dollar,Units,46777.165085
11311,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1998,US Dollar,Units,47311.661138
11312,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",1999,US Dollar,Units,48524.301902
11313,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2000,US Dollar,Units,51886.909511
11314,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2001,US Dollar,Units,53435.932538
11315,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2002,US Dollar,Units,55549.165369
11316,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2003,US Dollar,Units,57149.526214
11317,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2004,US Dollar,Units,59641.534687
11318,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2005,US Dollar,Units,61737.718011000004
11319,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2006,US Dollar,Units,64112.411796
11320,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2007,US Dollar,Units,66397.456489
11321,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2008,US Dollar,Units,67103.858773
11322,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2009,US Dollar,Units,64769.978014
11323,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2010,US Dollar,Units,68415.18922300001
11324,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2011,US Dollar,Units,69867.646352
11325,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2012,US Dollar,Units,72827.828651
11326,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2013,US Dollar,Units,75776.160964
11327,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2014,US Dollar,Units,75629.66313300001
11328,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2015,US Dollar,Units,77559.933223
11329,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2016,US Dollar,Units,75929.769431
11330,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2017,US Dollar,Units,76744.436394
11331,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2018,US Dollar,Units,76212.31832
11332,JPN,Japan,GDP per person employed,"USD, current prices, current PPPs",2019,US Dollar,Units,78828.744224
11344,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1981,US Dollar,Millions,2698461.454
11345,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1982,US Dollar,Millions,2787846.8230000003
11346,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1983,US Dollar,Millions,2886063.92
11347,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1984,US Dollar,Millions,3015994.3680000002
11348,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1985,US Dollar,Millions,3173832.8430000003
11349,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1986,US Dollar,Millions,3279411.2060000002
11350,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1987,US Dollar,Millions,3434549.192
11351,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1988,US Dollar,Millions,3667584.045
11352,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1989,US Dollar,Millions,3845756.66
11353,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1990,US Dollar,Millions,4033918.499
11354,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1991,US Dollar,Millions,4171777.5330000003
11355,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1992,US Dollar,Millions,4207157.109
11356,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1993,US Dollar,Millions,4185367.4080000003
11357,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1994,US Dollar,Millions,4226930.884
11358,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1995,US Dollar,Millions,4342839.26
11359,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1996,US Dollar,Millions,4477467.246
11360,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1997,US Dollar,Millions,4525646.819
11361,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1998,US Dollar,Millions,4474578.975
11362,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1999,US Dollar,Millions,4463305.0819999995
11363,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2000,US Dollar,Millions,4587368.576
11364,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2001,US Dollar,Millions,4606008.701
11365,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2002,US Dollar,Millions,4611443.459
11366,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2003,US Dollar,Millions,4681916.467
11367,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2004,US Dollar,Millions,4785138.112
11368,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2005,US Dollar,Millions,4864699.187
11369,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2006,US Dollar,Millions,4933778.234
11370,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2007,US Dollar,Millions,5015391.999
11371,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2008,US Dollar,Millions,4960546.651000001
11372,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2009,US Dollar,Millions,4691862.967
11373,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2010,US Dollar,Millions,4888533.629
11374,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2011,US Dollar,Millions,4882891.218
11375,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2012,US Dollar,Millions,4955894.816000001
11376,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2013,US Dollar,Millions,5055025.987
11377,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2014,US Dollar,Millions,5073968.154
11378,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2015,US Dollar,Millions,5136018.778
11379,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2016,US Dollar,Millions,5162825.943
11380,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2017,US Dollar,Millions,5274771.02
11381,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2018,US Dollar,Millions,5291819.467
11382,JPN,Japan,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2019,US Dollar,Millions,5326435.991
11394,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1981,US Dollar,Units,22887.325525
11395,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1982,US Dollar,Units,23480.954981
11396,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1983,US Dollar,Units,24143.889038
11397,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1984,US Dollar,Units,25069.567915
11398,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1985,US Dollar,Units,26219.40572
11399,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1986,US Dollar,Units,26955.541723000002
11400,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1987,US Dollar,Units,28097.000074
11401,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1988,US Dollar,Units,29879.702187
11402,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1989,US Dollar,Units,31214.290491000003
11403,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1990,US Dollar,Units,32633.976742000003
11404,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1991,US Dollar,Units,33615.986438
11405,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1992,US Dollar,Units,33774.250877
11406,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1993,US Dollar,Units,33499.555043
11407,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1994,US Dollar,Units,33784.095431
11408,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1995,US Dollar,Units,34621.952709
11409,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1996,US Dollar,Units,35617.147632
